full_id,osm_id,osm_type,building,reg_id,ownership,addr:subdistrict,addr:district,addr:county,military,official_name,tower:type,healthcare,generator:source,trade,nurses_num,electricity,doctors_num,operator_name,emergency,dispensing,bed_count,product,industrial,operational_status,drinking_water,shop,layer,power,public_transport,tourism,denomination,pump,man_made,waste,construction,service_times,religion,capacity,toilets:handwashing,toilets:disposal,toilets:access,fee,phone,operator,opening_hours,brand:wikidata,brand,addr:state,description,amenity,office,name,addr:street,type,building:material,building:levels,addr:city,Building_Code,Ward_Code,Block_Code,Building_Area_m2,Building_Source,AI_Confidence,Boundary_Flag
w1338242350,1338242350,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B123-BLD0014,W05,W05-B123,95.01067443689286,OSM existing,,False
w1338242351,1338242351,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B123-BLD0015,W05,W05-B123,116.67806484658983,OSM existing,,False
w1338242352,1338242352,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B154-BLD0005,W05,W05-B154,99.60707869157703,OSM existing,,False
w1338242353,1338242353,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B315-BLD0004,W05,W05-B315,89.45479754142633,OSM existing,,True
w1338242354,1338242354,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B315-BLD0005,W05,W05-B315,97.3698561241871,OSM existing,,True
w1338242355,1338242355,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B155-BLD0021,W05,W05-B155,127.73388999061557,OSM existing,,True
w1338242356,1338242356,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B155-BLD0022,W05,W05-B155,89.86048726355875,OSM existing,,False
w1338242357,1338242357,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B316-BLD0007,W05,W05-B316,141.92203210747772,OSM existing,,True
w1338242358,1338242358,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B155-BLD0023,W05,W05-B155,98.53453005945991,OSM existing,,False
w1338242359,1338242359,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B155-BLD0024,W05,W05-B155,86.35895387063852,OSM existing,,False
w1338242360,1338242360,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B156-BLD0021,W05,W05-B156,109.4523456064783,OSM existing,,False
w1338242361,1338242361,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B156-BLD0022,W05,W05-B156,120.22563182031055,OSM existing,,False
w1338242362,1338242362,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B156-BLD0023,W05,W05-B156,110.72119152335921,OSM existing,,False
w1338242363,1338242363,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B311-BLD0010,W05,W05-B311,93.22272174310328,OSM existing,,False
w1338242364,1338242364,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B311-BLD0011,W05,W05-B311,173.15638627400557,OSM existing,,False
w1338242365,1338242365,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B311-BLD0012,W05,W05-B311,231.76101539322738,OSM existing,,True
w1338242366,1338242366,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B311-BLD0013,W05,W05-B311,142.26618900618791,OSM existing,,False
w1338242367,1338242367,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B036-BLD0017,W05,W05-B036,135.634322098245,OSM existing,,True
w1338242368,1338242368,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B036-BLD0018,W05,W05-B036,128.69392550186004,OSM existing,,False
w1338242369,1338242369,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B036-BLD0019,W05,W05-B036,20.47861433150147,OSM existing,,False
w1338242370,1338242370,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B036-BLD0020,W05,W05-B036,87.36497500525374,OSM existing,,False
w1338242371,1338242371,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B036-BLD0021,W05,W05-B036,87.69400455180735,OSM existing,,False
w1338242372,1338242372,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B036-BLD0022,W05,W05-B036,111.80675019381636,OSM existing,,False
w1338242373,1338242373,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B087-BLD0017,W05,W05-B087,132.4551134942874,OSM existing,,False
w1338242374,1338242374,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B087-BLD0018,W05,W05-B087,62.59028521141566,OSM existing,,True
w1338242375,1338242375,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B176-BLD0011,W05,W05-B176,194.2705248035523,OSM existing,,False
w1338242376,1338242376,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B176-BLD0012,W05,W05-B176,155.48357628577298,OSM existing,,False
w1338242377,1338242377,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B036-BLD0023,W05,W05-B036,159.27391782828073,OSM existing,,True
w1338242378,1338242378,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B379-BLD0012,W05,W05-B379,91.89325733128982,OSM existing,,False
w1338242379,1338242379,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B123-BLD0016,W05,W05-B123,18.48624342981355,OSM existing,,False
w1338242380,1338242380,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B123-BLD0017,W05,W05-B123,42.93498218023567,OSM existing,,False
w1338242381,1338242381,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B124-BLD0011,W05,W05-B124,121.41266079454972,OSM existing,,False
w1338242382,1338242382,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B159-BLD0003,W05,W05-B159,90.53250003726804,OSM existing,,False
w1338242383,1338242383,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B124-BLD0012,W05,W05-B124,81.42627958805693,OSM existing,,False
w1338242384,1338242384,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B097-BLD0007,W05,W05-B097,245.32441859530547,OSM existing,,False
w1338242385,1338242385,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B097-BLD0008,W05,W05-B097,145.88333682671413,OSM existing,,False
w1338242386,1338242386,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B379-BLD0013,W05,W05-B379,106.83426672413253,OSM existing,,False
w1338242387,1338242387,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B449-BLD0005,W05,W05-B449,91.72440542720308,OSM existing,,False
w1338242388,1338242388,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B449-BLD0006,W05,W05-B449,92.11959984402418,OSM existing,,False
w1338242389,1338242389,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B449-BLD0007,W05,W05-B449,84.41745826359642,OSM existing,,False
w1338242390,1338242390,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B067-BLD0001,W05,W05-B067,220.02618348593413,OSM existing,,False
w1338242391,1338242391,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B067-BLD0002,W05,W05-B067,272.76416266020124,OSM existing,,True
w1338242392,1338242392,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B098-BLD0004,W05,W05-B098,136.8830434076343,OSM existing,,False
w1338242393,1338242393,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B159-BLD0004,W05,W05-B159,70.64204327627029,OSM existing,,False
w1338242394,1338242394,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B070-BLD0001,W05,W05-B070,46.141283620703206,OSM existing,,False
w1338242395,1338242395,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B070-BLD0002,W05,W05-B070,68.12752844981601,OSM existing,,False
w1338242396,1338242396,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B158-BLD0004,W05,W05-B158,122.31464820190205,OSM existing,,False
w1338242397,1338242397,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B159-BLD0005,W05,W05-B159,115.12736739607188,OSM existing,,False
w1338242398,1338242398,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B098-BLD0005,W05,W05-B098,58.50553463806998,OSM existing,,False
w1338242399,1338242399,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B097-BLD0009,W05,W05-B097,118.78994206622241,OSM existing,,False
w1338242400,1338242400,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B159-BLD0006,W05,W05-B159,172.3293410698582,OSM existing,,True
w1338242401,1338242401,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B098-BLD0006,W05,W05-B098,119.33281890106277,OSM existing,,False
w1338242402,1338242402,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B097-BLD0010,W05,W05-B097,112.24269135229251,OSM existing,,False
w1338242403,1338242403,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B246-BLD0003,W05,W05-B246,209.64495925529633,OSM existing,,False
w1338242404,1338242404,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B219-BLD0001,W05,W05-B219,211.1183562989702,OSM existing,,False
w1338242405,1338242405,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B219-BLD0002,W05,W05-B219,114.1222851291888,OSM existing,,False
w1338242406,1338242406,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B025-BLD0001,W05,W05-B025,21.32523512983733,OSM existing,,False
w1338242407,1338242407,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B025-BLD0002,W05,W05-B025,62.87982427349688,OSM existing,,False
w1338242408,1338242408,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B025-BLD0003,W05,W05-B025,184.58506579575862,OSM existing,,True
w1338242409,1338242409,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B219-BLD0003,W05,W05-B219,205.41414046529405,OSM existing,,True
w1338242410,1338242410,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B025-BLD0004,W05,W05-B025,129.41623437188963,OSM existing,,False
w1338242411,1338242411,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B025-BLD0005,W05,W05-B025,158.94760101671133,OSM existing,,False
w1338242412,1338242412,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B025-BLD0006,W05,W05-B025,113.11716357392524,OSM existing,,False
w1338242413,1338242413,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B025-BLD0007,W05,W05-B025,129.92597353953795,OSM existing,,False
w1338242414,1338242414,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B025-BLD0008,W05,W05-B025,313.79554395871213,OSM existing,,False
w1338242415,1338242415,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B067-BLD0003,W05,W05-B067,31.00073299493858,OSM existing,,False
w1338242416,1338242416,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B067-BLD0004,W05,W05-B067,116.60949693054243,OSM existing,,False
w1338242417,1338242417,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B067-BLD0005,W05,W05-B067,200.75672563633358,OSM existing,,False
w1338242418,1338242418,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B067-BLD0006,W05,W05-B067,190.4635325016376,OSM existing,,False
w1338242419,1338242419,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B025-BLD0009,W05,W05-B025,80.79331791971963,OSM existing,,True
w1338242420,1338242420,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B025-BLD0010,W05,W05-B025,46.4228242215156,OSM existing,,False
w1338243643,1338243643,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B379-BLD0014,W05,W05-B379,144.33889174785443,OSM existing,,False
w1338243644,1338243644,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B379-BLD0015,W05,W05-B379,79.15730472256766,OSM existing,,False
w1338243647,1338243647,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B067-BLD0007,W05,W05-B067,122.914600343842,OSM existing,,False
w1338243648,1338243648,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B434-BLD0002,W05,W05-B434,23.989785414306617,OSM existing,,True
w1338243649,1338243649,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B157-BLD0001,W05,W05-B157,54.04669284541287,OSM existing,,False
w1338243650,1338243650,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B433-BLD0001,W05,W05-B433,570.9288623507977,OSM existing,,True
w1338243651,1338243651,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B433-BLD0002,W05,W05-B433,245.256582806772,OSM existing,,False
w1338244189,1338244189,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W07-B116-BLD0028,W07,W07-B116,39.282750842506765,OSM existing,,False
w1338244190,1338244190,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W07-B116-BLD0029,W07,W07-B116,32.61514681326391,OSM existing,,False
w1338244191,1338244191,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W07-B116-BLD0030,W07,W07-B116,39.56726696242002,OSM existing,,False
w1338244192,1338244192,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W06-B135-BLD0033,W06,W06-B135,8.306708520612556,OSM existing,,False
w1338244845,1338244845,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B155-BLD0025,W05,W05-B155,80.92618881062913,OSM existing,,False
w1338244846,1338244846,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B036-BLD0024,W05,W05-B036,34.45983918529359,OSM existing,,True
w1338245098,1338245098,way,construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,W08-B122-BLD0010,W08,W08-B122,161.82410429427597,OSM existing,,False
w1338245099,1338245099,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B157-BLD0006,W08,W08-B157,132.58150151115538,OSM existing,,False
w1338245100,1338245100,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B157-BLD0007,W08,W08-B157,173.39318870896201,OSM existing,,False
w1338245101,1338245101,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B157-BLD0008,W08,W08-B157,46.028856839892825,OSM existing,,False
w1338245102,1338245102,way,construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B157-BLD0009,W08,W08-B157,620.4911839712682,OSM existing,,True
w1338245103,1338245103,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B122-BLD0011,W08,W08-B122,216.30414264079923,OSM existing,,False
w1338245104,1338245104,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B122-BLD0012,W08,W08-B122,245.76481551777727,OSM existing,,False
w1338245231,1338245231,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W07-B111-BLD0034,W07,W07-B111,28.450614341999593,OSM existing,,False
w1338245232,1338245232,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W07-B111-BLD0035,W07,W07-B111,130.94914242500104,OSM existing,,False
w1338246004,1338246004,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W06-B125-BLD0032,W06,W06-B125,67.60300428211946,OSM existing,,False
w1338246169,1338246169,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W06-B327-BLD0012,W06,W06-B327,9.748985812094947,OSM existing,,False
w1338246170,1338246170,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W06-B327-BLD0013,W06,W06-B327,16.919353332630678,OSM existing,,False
w1338246171,1338246171,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W06-B327-BLD0014,W06,W06-B327,12.951379795607702,OSM existing,,False
w1338246172,1338246172,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W06-B327-BLD0015,W06,W06-B327,33.18492821263622,OSM existing,,False
w1338246173,1338246173,way,construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W06-B327-BLD0016,W06,W06-B327,111.35827639599951,OSM existing,,False
w1338246174,1338246174,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W06-B257-BLD0014,W06,W06-B257,129.53085761612917,OSM existing,,False
w1338246175,1338246175,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W06-B257-BLD0015,W06,W06-B257,86.99903598105742,OSM existing,,False
w1338246192,1338246192,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B002-BLD0032,W08,W08-B002,82.35977810361697,OSM existing,,False
w1338246193,1338246193,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B150-BLD0012,W08,W08-B150,41.63956804087157,OSM existing,,False
w1338246194,1338246194,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B095-BLD0009,W08,W08-B095,95.24342046668419,OSM existing,,False
w1338246195,1338246195,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B150-BLD0013,W08,W08-B150,39.21134184581623,OSM existing,,False
w1338246196,1338246196,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B150-BLD0014,W08,W08-B150,23.22763424041435,OSM existing,,False
w1338246197,1338246197,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B150-BLD0015,W08,W08-B150,74.74892193867018,OSM existing,,False
w1338246198,1338246198,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B095-BLD0010,W08,W08-B095,176.7881662854381,OSM existing,,False
w1338246199,1338246199,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B095-BLD0011,W08,W08-B095,88.86832463751384,OSM existing,,True
w1338246200,1338246200,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B002-BLD0033,W08,W08-B002,111.08544815852274,OSM existing,,False
w1338246201,1338246201,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B115-BLD0019,W08,W08-B115,77.45864084210947,OSM existing,,False
w1338246202,1338246202,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B115-BLD0020,W08,W08-B115,16.889467886877984,OSM existing,,False
w1338246203,1338246203,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B115-BLD0021,W08,W08-B115,71.12462357649224,OSM existing,,False
w1338246204,1338246204,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B151-BLD0015,W08,W08-B151,139.96573639366565,OSM existing,,False
w1338246205,1338246205,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B115-BLD0022,W08,W08-B115,95.0380173678971,OSM existing,,True
w1338246206,1338246206,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B115-BLD0023,W08,W08-B115,139.77732209702788,OSM existing,,False
w1338246207,1338246207,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B115-BLD0024,W08,W08-B115,149.55829182348918,OSM existing,,False
w1338246208,1338246208,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B095-BLD0012,W08,W08-B095,120.76737661910803,OSM existing,,False
w1338246209,1338246209,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B095-BLD0013,W08,W08-B095,125.66872903317051,OSM existing,,False
w1338246210,1338246210,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B095-BLD0014,W08,W08-B095,144.3222979750392,OSM existing,,False
w1338246211,1338246211,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B095-BLD0015,W08,W08-B095,112.1249550964038,OSM existing,,False
w1338246212,1338246212,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B095-BLD0016,W08,W08-B095,136.1043540774038,OSM existing,,False
w1338246213,1338246213,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B095-BLD0017,W08,W08-B095,312.1600058796738,OSM existing,,False
w1338246214,1338246214,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B002-BLD0034,W08,W08-B002,87.02836797728219,OSM existing,,False
w1338246215,1338246215,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B002-BLD0035,W08,W08-B002,164.7191884610992,OSM existing,,False
w1338246216,1338246216,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B002-BLD0036,W08,W08-B002,285.10298831310445,OSM existing,,False
