full_id,osm_id,osm_type,building,reg_id,ownership,addr:subdistrict,addr:district,addr:county,military,official_name,tower:type,healthcare,generator:source,trade,nurses_num,electricity,doctors_num,operator_name,emergency,dispensing,bed_count,product,industrial,operational_status,drinking_water,shop,layer,power,public_transport,tourism,denomination,pump,man_made,waste,construction,service_times,religion,capacity,toilets:handwashing,toilets:disposal,toilets:access,fee,phone,operator,opening_hours,brand:wikidata,brand,addr:state,description,amenity,office,name,addr:street,type,building:material,building:levels,addr:city,Building_Code,Ward_Code,Block_Code,Building_Area_m2,Building_Source,AI_Confidence,Boundary_Flag
r10057685,10057685,relation,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,brick,1,Ganta,W02-B078-BLD0001,W02,W02-B078,478.38022482967085,OSM existing,,False
r18337677,18337677,relation,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,W09-B055-BLD0001,W09,W09-B055,648.8756315851086,OSM existing,,False
r18350629,18350629,relation,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,W03-B030-BLD0001,W03,W03-B030,1255.3941685967804,OSM existing,,False
w289570834,289570834,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B223-BLD0001,W06,W06-B223,337.8975073877099,OSM existing,,False
w289570835,289570835,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B223-BLD0002,W06,W06-B223,307.56300103676296,OSM existing,,False
w300948513,300948513,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W03-B043-BLD0001,W03,W03-B043,392.15640606355066,OSM existing,,False
w300948514,300948514,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LPMC Bypass,,brick,1,Ganta,W06-B040-BLD0001,W06,W06-B040,26.838900136002156,OSM existing,,False
w300948515,300948515,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B003-BLD0001,W04,W04-B003,99.13400924132908,OSM existing,,False
w300948517,300948517,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B003-BLD0002,W04,W04-B003,60.06487398532378,OSM existing,,False
w300948518,300948518,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guinea Road,,brick,1,Ganta,W03-B021-BLD0001,W03,W03-B021,69.32776645623449,OSM existing,,False
w300948520,300948520,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B001-BLD0001,W05,W05-B001,64.09042120804202,OSM existing,,True
w300948521,300948521,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W04-B003-BLD0003,W04,W04-B003,70.88718411350962,OSM existing,,False
w300948522,300948522,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B013-BLD0001,W04,W04-B013,125.35835045608874,OSM existing,,False
w300948523,300948523,way,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government,Ganta Customs Collectorate,Guinea Road,,cement_block,1,Ganta,W03-B021-BLD0002,W03,W03-B021,681.9103958035204,OSM existing,,False
w300948524,300948524,way,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Administrative Building,,,cement_block,1,Ganta,W03-B001-BLD0001,W03,W03-B001,719.3076680496349,OSM existing,,False
w300948525,300948525,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W05-B001-BLD0002,W05,W05-B001,137.72747708458851,OSM existing,,True
w300948527,300948527,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,W05-B001-BLD0003,W05,W05-B001,355.23616305200545,OSM existing,,True
w300948528,300948528,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B002-BLD0001,W04,W04-B002,99.63457209775474,OSM existing,,False
w300948530,300948530,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B093-BLD0001,W06,W06-B093,293.60962366097124,OSM existing,,False
w300948532,300948532,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B003-BLD0004,W04,W04-B003,68.40552444283026,OSM existing,,False
w300948533,300948533,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gymnasium,,,School Auditorium,,,cement_block,2,Ganta,W07-B033-BLD0001,W07,W07-B033,1089.2045774235896,OSM existing,,True
w300948535,300948535,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B002-BLD0002,W04,W04-B002,99.77699182137493,OSM existing,,False
w300948536,300948536,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,1,Ganta,W03-B023-BLD0001,W03,W03-B023,822.1608439283477,OSM existing,,False
w300948537,300948537,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B008-BLD0001,W04,W04-B008,121.23144410183788,OSM existing,,False
w300948538,300948538,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B008-BLD0002,W04,W04-B008,60.682599196786995,OSM existing,,False
w300948539,300948539,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B003-BLD0005,W04,W04-B003,148.4574162643115,OSM existing,,False
w300948540,300948540,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B001-BLD0004,W05,W05-B001,95.88696192745867,OSM existing,,True
w300948541,300948541,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W04-B003-BLD0006,W04,W04-B003,162.27365593501978,OSM existing,,False
w300948542,300948542,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B002-BLD0003,W04,W04-B002,94.23791314283001,OSM existing,,False
w300948544,300948544,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B113-BLD0001,W04,W04-B113,105.55997961216356,OSM existing,,False
w300948545,300948545,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B230-BLD0001,W05,W05-B230,52.25528578425823,OSM existing,,False
w300948546,300948546,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B008-BLD0003,W04,W04-B008,72.84984756277295,OSM existing,,False
w300948547,300948547,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B002-BLD0004,W04,W04-B002,164.30080606163526,OSM existing,,False
w300948550,300948550,way,construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guinea Road,,cement_block,1,Ganta,W03-B021-BLD0003,W03,W03-B021,198.45276814628627,OSM existing,,False
w300948551,300948551,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B013-BLD0002,W04,W04-B013,57.45198179007284,OSM existing,,False
w300948553,300948553,way,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B044-BLD0001,W04,W04-B044,65.89490251757742,OSM existing,,False
w300948555,300948555,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B016-BLD0001,W04,W04-B016,90.15292817304794,OSM existing,,False
w300948556,300948556,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B001-BLD0005,W05,W05-B001,72.78804351167588,OSM existing,,True
w300948558,300948558,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B001-BLD0006,W05,W05-B001,46.79615064190391,OSM existing,,True
w300948559,300948559,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B003-BLD0007,W04,W04-B003,85.26577920041052,OSM existing,,False
w300948560,300948560,way,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0770879086;0770425542,Total Petroleum Company,Mo-Sa 08:00-18:00,Q154037,Total,Nimba,,fuel,,Total Filing Station,Ganta-Palala,,cement_block,1,Ganta,W02-B073-BLD0001,W02,W02-B073,175.07018922529429,OSM existing,,False
w300948561,300948561,way,commercial;residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,1,Ganta,W08-B007-BLD0001,W08,W08-B007,845.0786600754835,OSM existing,,False
w300948562,300948562,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LPMC Bypass,,cement_block,1,Ganta,W06-B147-BLD0001,W06,W06-B147,74.70460070699326,OSM existing,,False
w300948563,300948563,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B008-BLD0004,W04,W04-B008,81.49792216362637,OSM existing,,False
w300948565,300948565,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oil Palm Warehouse,,,,,,brick,1,Ganta,W03-B030-BLD0002,W03,W03-B030,147.68555926893697,OSM existing,,False
w300948566,300948566,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B003-BLD0008,W04,W04-B003,103.81796541844781,OSM existing,,False
w300948567,300948567,way,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B083-BLD0001,W04,W04-B083,31.645943785866894,OSM existing,,False
w300948568,300948568,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta,W03-B043-BLD0002,W03,W03-B043,542.5973251272962,OSM existing,,False
w300948570,300948570,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B016-BLD0002,W04,W04-B016,95.20154007333619,OSM existing,,False
w300948574,300948574,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B113-BLD0002,W04,W04-B113,85.0407618165714,OSM existing,,False
w300948576,300948576,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B016-BLD0003,W04,W04-B016,71.5096686745861,OSM existing,,False
w300948577,300948577,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LPMC Bypass,,cement_block,1,Ganta,W06-B048-BLD0001,W06,W06-B048,628.1186847651469,OSM existing,,False
w300948578,300948578,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B093-BLD0002,W06,W06-B093,350.2776691103611,OSM existing,,False
w300948580,300948580,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government,Mo-Fr 08:00-17:00,,,,,,,John Wesley Pearson Kindergarten,,,cement_block,1,Ganta,W09-B133-BLD0001,W09,W09-B133,349.15050851962263,OSM existing,,True
w300948581,300948581,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B016-BLD0004,W04,W04-B016,145.62691912899083,OSM existing,,False
w300948582,300948582,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B038-BLD0001,W04,W04-B038,109.86607332244795,OSM existing,,False
w300948584,300948584,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B139-BLD0001,W06,W06-B139,440.5255382757948,OSM existing,,True
w300948585,300948585,way,dormitory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cement_block,1,Ganta,W03-B030-BLD0003,W03,W03-B030,310.13215370739465,OSM existing,,False
w300948588,300948588,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,LPMC Bypass,,brick,1,Ganta,W06-B147-BLD0002,W06,W06-B147,563.3042188138535,OSM existing,,False
w300948590,300948590,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cement_block,1,Ganta,W07-B033-BLD0002,W07,W07-B033,947.6794102265987,OSM existing,,False
w300948591,300948591,way,warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,1,Ganta,W07-B136-BLD0001,W07,W07-B136,715.807405842625,OSM existing,,False
w300948592,300948592,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W07-B074-BLD0001,W07,W07-B074,1114.9985408975215,OSM existing,,False
w300948593,300948593,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 07:45-12:45,,,,,,,John Wesley Pearson Junior High School,,,brick,1,Ganta,W09-B137-BLD0001,W09,W09-B137,468.380034128854,OSM existing,,False
w300948597,300948597,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B002-BLD0005,W04,W04-B002,104.0896655274242,OSM existing,,False
w302339582,302339582,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B001-BLD0007,W05,W05-B001,23.652409597311312,OSM existing,,True
w302832180,302832180,way,construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LPMC Bypass,,brick,1,Ganta,W06-B319-BLD0001,W06,W06-B319,121.29398740976299,OSM existing,,False
w302832181,302832181,way,construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LPMC Bypass,,brick,1,Ganta,W06-B031-BLD0001,W06,W06-B031,47.86252582816931,OSM existing,,False
w302833294,302833294,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W05-B001-BLD0008,W05,W05-B001,57.37875378309791,OSM existing,,True
w302833295,302833295,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B150-BLD0001,W08,W08-B150,655.9538569342194,OSM existing,,True
w302833296,302833296,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Town community,,brick,1,Ganta,W08-B150-BLD0002,W08,W08-B150,675.0453815211449,OSM existing,,False
w302833297,302833297,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B079-BLD0001,W08,W08-B079,870.0588484240094,OSM existing,,True
w302833298,302833298,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B079-BLD0002,W08,W08-B079,528.7393857607217,OSM existing,,True
w302833299,302833299,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Town community,,brick,1,Ganta,W08-B150-BLD0003,W08,W08-B150,874.8881406390883,OSM existing,,False
w302836138,302836138,way,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,1,Ganta,W08-B105-BLD0001,W08,W08-B105,428.3392016056541,OSM existing,,False
w302836139,302836139,way,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta Main Street,,concrete,1,Ganta,W09-B007-BLD0001,W09,W09-B007,853.0648701133282,OSM existing,,False
w302836140,302836140,way,commercial;residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta Main Street,,concrete,3,Ganta,W09-B007-BLD0002,W09,W09-B007,331.5856421580236,OSM existing,,False
w302836141,302836141,way,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta Main Street,,concrete,1,Ganta,W09-B007-BLD0003,W09,W09-B007,244.33897485158604,OSM existing,,False
w302836142,302836142,way,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Sa 08:00-18:00,,,,,fuel,,SP Gas Station,Ganta Main Street,,metal,1,Ganta,W09-B007-BLD0004,W09,W09-B007,179.5860730417656,OSM existing,,False
w302836143,302836143,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W09-B115-BLD0001,W09,W09-B115,980.0870735821244,OSM existing,,False
w302837601,302837601,way,stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W09-B058-BLD0001,W09,W09-B058,596.8035711069266,OSM existing,,True
w303723778,303723778,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Monrovia Highway,,brick,1,Ganta,W09-B022-BLD0001,W09,W09-B022,69.02936531735878,OSM existing,,False
w303723782,303723782,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Monrovia Highway,,brick,1,Ganta,W09-B022-BLD0002,W09,W09-B022,141.4496695614032,OSM existing,,False
w303723785,303723785,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B029-BLD0001,W08,W08-B029,101.9697078749245,OSM existing,,False
w303723787,303723787,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Monrovia Highway,,mud,1,Ganta,W09-B022-BLD0003,W09,W09-B022,116.91622035794956,OSM existing,,False
w303723788,303723788,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B029-BLD0002,W08,W08-B029,56.6468066906729,OSM existing,,False
w303723792,303723792,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen,,,,,,wood,1,Ganta,W06-B087-BLD0001,W06,W06-B087,23.11673698195184,OSM existing,,False
w303723793,303723793,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B172-BLD0001,W08,W08-B172,55.816236032437175,OSM existing,,False
w303723796,303723796,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B172-BLD0002,W08,W08-B172,93.482396483531,OSM existing,,False
w303723797,303723797,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B029-BLD0003,W08,W08-B029,59.51541476777607,OSM existing,,False
w303723801,303723801,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B001-BLD0009,W05,W05-B001,28.122036975580436,OSM existing,,True
w304013861,304013861,way,hut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W05-B001-BLD0010,W05,W05-B001,12.312449276256018,OSM existing,,True
w304013865,304013865,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B217-BLD0001,W06,W06-B217,66.66844299897906,OSM existing,,False
w304013868,304013868,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,1,Ganta,W06-B217-BLD0002,W06,W06-B217,21.5616627837462,OSM existing,,False
w304015796,304015796,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B093-BLD0003,W06,W06-B093,119.62532453873767,OSM existing,,False
w304015798,304015798,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B126-BLD0001,W06,W06-B126,49.33247678170478,OSM existing,,False
w304015799,304015799,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B001-BLD0011,W05,W05-B001,9.635899959822444,OSM existing,,True
w304015802,304015802,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B126-BLD0002,W06,W06-B126,82.42614553368253,OSM existing,,False
w304015805,304015805,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B093-BLD0004,W06,W06-B093,33.43834372954492,OSM existing,,False
w304015806,304015806,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B316-BLD0001,W06,W06-B316,98.52820858820871,OSM existing,,True
w304015808,304015808,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B093-BLD0005,W06,W06-B093,100.2873879356067,OSM existing,,False
w304015810,304015810,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B126-BLD0003,W06,W06-B126,86.0338748083845,OSM existing,,False
w304015813,304015813,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B126-BLD0004,W06,W06-B126,120.17012367389836,OSM existing,,False
w304015815,304015815,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B125-BLD0001,W06,W06-B125,136.09921074309804,OSM existing,,False
w304015816,304015816,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W05-B001-BLD0012,W05,W05-B001,20.956098451396166,OSM existing,,True
w304015819,304015819,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B126-BLD0005,W06,W06-B126,46.79629042528495,OSM existing,,False
w304015820,304015820,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B126-BLD0006,W06,W06-B126,33.11018333238038,OSM existing,,False
w304015821,304015821,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W06-B062-BLD0001,W06,W06-B062,34.39563532428356,OSM existing,,False
w304015822,304015822,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B125-BLD0002,W06,W06-B125,176.0220106742732,OSM existing,,False
w304362502,304362502,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B041-BLD0001,W08,W08-B041,105.3829741590097,OSM existing,,False
w304362503,304362503,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B041-BLD0002,W08,W08-B041,75.04321524672284,OSM existing,,False
w304362504,304362504,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W08-B004-BLD0001,W08,W08-B004,105.33987911888417,OSM existing,,False
w304362505,304362505,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gbluyee street,,cement_block,1,Ganta,W08-B142-BLD0001,W08,W08-B142,124.04435140985485,OSM existing,,False
w304362506,304362506,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08-B097-BLD0001,W08,W08-B097,61.055941874652234,OSM existing,,False
w304362507,304362507,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gbluyee street,,brick,1,Ganta,W08-B004-BLD0002,W08,W08-B004,81.77145185174386,OSM existing,,False
w304362508,304362508,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gbluyee street,,brick,1,Ganta,W08-B097-BLD0002,W08,W08-B097,118.15365820608628,OSM existing,,True
w304362509,304362509,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gbluyee street,,brick,1,Ganta,W08-B004-BLD0003,W08,W08-B004,105.37469685923963,OSM existing,,True
w304362510,304362510,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gbluyee street,,brick,1,Ganta,W08-B041-BLD0003,W08,W08-B041,141.12086649277904,OSM existing,,False
w304362511,304362511,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gboeyee Community Road,,brick,1,Ganta,W08-B004-BLD0004,W08,W08-B004,105.37917568754747,OSM existing,,False
